"Argentina","Buenos Aires","Azul"
"Argentina","Buenos Aires","Bahía Blanca"
"Argentina","Buenos Aires","Buenos Aires"
"Argentina","Buenos Aires","Campana"
"Argentina","Buenos Aires","Chacabuco"
"Argentina","Buenos Aires","Chivilcoy"
"Argentina","Buenos Aires","Dolores"
"Argentina","Buenos Aires","Junín"
"Argentina","Buenos Aires","La Plata"
"Argentina","Buenos Aires","Lincoln"
"Argentina","Buenos Aires","Luján"
"Argentina","Buenos Aires","Mar del Plata"
"Argentina","Buenos Aires","Mercedes"
"Argentina","Buenos Aires","Necochea"
"Argentina","Buenos Aires","Nueve de Julio"
"Argentina","Buenos Aires","Olavarría"
"Argentina","Buenos Aires","Pergamino"
"Argentina","Buenos Aires","Punta Alta"
"Argentina","Buenos Aires","San Nicolás"
"Argentina","Buenos Aires","Tandil"
"Argentina","Buenos Aires","Tres Arroyos"
"Argentina","Buenos Aires","Veinticinco de Mayo"
"Argentina","Buenos Aires","Zárate"
"Argentina","Catamarca","Catamarca"
"Argentina","Chaco","Presidencia Roque Sáenz Peña"
"Argentina","Chaco","Resistencia"
"Argentina","Chubut","Comodoro Rivadavia"
"Argentina","Chubut","Puerto Madryn"
"Argentina","Chubut","Rawson"
"Argentina","Chubut","Trelew"
"Argentina","Corrientes","Corrientes"
"Argentina","Corrientes","Goya"
"Argentina","Corrientes","Mercedes"
"Argentina","Corrientes","San Lorenzo"
"Argentina","Córdoba","Alta Gracia"
"Argentina","Córdoba","Bell Ville"
"Argentina","Córdoba","Córdoba"
"Argentina","Córdoba","Río Cuarto"
"Argentina","Córdoba","Río Tercero"
"Argentina","Córdoba","San Francisco"
"Argentina","Córdoba","Villa Carlos Paz"
"Argentina","Córdoba","Villa María"
"Argentina","Entre Ríos","Concepción del Uruguay"
"Argentina","Entre Ríos","Concordia"
"Argentina","Entre Ríos","Gualeguay"
"Argentina","Entre Ríos","Gualeguaychú"
"Argentina","Entre Ríos","Paraná"
"Argentina","Entre Ríos","Victoria"
"Argentina","Formosa","Formosa"
"Argentina","Jujuy","Jujuy"
"Argentina","Jujuy","Libertador General San Martín"
"Argentina","Jujuy","San Pedro"
"Argentina","La Pampa","General Pico"
"Argentina","La Pampa","Santa Rosa"
"Argentina","La Rioja","La Rioja"
"Argentina","Mendoza","Mendoza"
"Argentina","Mendoza","San Martín"
"Argentina","Mendoza","San Rafael"
"Argentina","Misiones","Eldorado"
"Argentina","Misiones","Oberá"
"Argentina","Misiones","Posadas"
"Argentina","Neuquén","Cutral Có"
"Argentina","Neuquén","Neuquén"
"Argentina","Río Negro","Bariloche"
"Argentina","Río Negro","General Roca"
"Argentina","Río Negro","Viedma"
"Argentina","Salta","Salta"
"Argentina","Salta","San Ramón de la Nueva Orán"
"Argentina","Salta","Tartagal"
"Argentina","San Juan","San Juan"
"Argentina","San Luis","Mercedes"
"Argentina","San Luis","San Luis"
"Argentina","Santa Cruz","Río Gallegos"
"Argentina","Santa Fé","Rafaela"
"Argentina","Santa Fé","Reconquista"
"Argentina","Santa Fé","Rosario"
"Argentina","Santa Fé","Santa Fé"
"Argentina","Santa Fé","Venado Tuerto"
"Argentina","Santa Fé","Villa Constitución"
"Argentina","Santiago del Estero","Santiago del Estero"
"Argentina","Tierra del Fuego","Ushuaia"
